Campaign_ID,Marketing_Channel,Marketing_Spend,Sales_Revenue,Customer_Acquisitions,Target_Audience,Region,Campaign_Duration,Campaign_Season,Customer_Satisfaction
0a70bca8-4853-4171-99f7-f76fdc985e44,TV,79839.0,15388.0,,Middle_Aged,North,30,Winter,2.729408573992273
a9df1776-9749-48e1-b4e6-5266ab4b1540,Online,34165.0,176081.0,1589.0,Middle_Aged,North,90,Fall,2.2113576383435802
cd55f9ae-2859-46a2-97c5-7be664dd3586,Online,93158.0,128340.0,782.0,Young,East,60,Summer,2.4222380665518077
44b76171-e691-43cd-b6d0-43643a28abe1,Print,,173404.0,886.0,Senior,West,60,Winter,4.418388850457794
4cc6cde3-d597-4101-a0d8-1fbfee6da32d,Online,54444.0,166837.0,,Senior,West,30,Summer,2.3624023399433973
ab402dd8-0326-4004-9c2d-dfe912699efd,TV,36524.0,14262.0,657.0,Middle_Aged,South,30,Summer,4.050178077484052
16b2b141-12a7-4d52-98e7-068fbf5daa4a,Online,56956.0,15367.0,1208.0,Middle_Aged,South,60,Summer,4.345940340550395
0f5415b2-3a82-4a8a-94ad-71e86f6611c7,TV,30201.0,25450.0,1900.0,Senior,East,90,Summer,1.7366599336326343
dace33d5-9fae-40ac-955d-e30366fd6868,TV,86314.0,78947.0,540.0,Young,South,90,Winter,4.848516670783787
0aa92065-63d1-4902-8cd2-ca8425643733,TV,38489.0,130766.0,424.0,Young,South,30,Fall,3.8348318252669613
303a188d-8f35-4bdc-b13f-11fd66e61eac,Print,54061.0,50574.0,506.0,Senior,West,90,Winter,1.831655733377334
57b7b190-26d8-436c-908e-6c181f62a5b1,Print,84458.0,12141.0,1413.0,Senior,South,30,Winter,4.755311580513367
df54736a-3abe-4b07-8c64-9906822a441f,Print,11228.0,15675.0,458.0,Young,North,90,Summer,2.8670524804977813
f29e5673-d9d7-448d-8347-e443aae3071a,TV,50309.0,,755.0,Middle_Aged,South,60,Spring,3.7177265243522433
95df7499-604a-4d08-b480-8b70823957d9,Print,63513.0,138583.0,165.0,Senior,North,90,Fall,4.7064770643866725
4b2fdca7-471f-41c1-b5ab-9835fda3fccf,TV,2517.0,173009.0,736.0,Middle_Aged,West,60,Summer,4.460702982871307
ab7d0db7-b2d1-4f28-9cc5-f3a27d6338d4,Online,10900.0,88632.0,147.0,Middle_Aged,South,30,Fall,2.379842952063857
a0b6293f-0fe4-49f8-952b-8e5e6727b048,Radio,87462.0,130467.0,546.0,Senior,South,30,Spring,4.104885551651215
4e6fcf18-541b-4cc3-b3c6-6c41ef9dab74,Radio,27156.0,119942.0,568.0,Young,South,30,Summer,3.9930397417621997
0a25ad89-6aa8-4cf4-bfe8-47626bb0c1ba,Print,41862.0,22489.0,122.0,Young,South,30,Fall,1.2939435274825244
d03fb354-24a5-43ae-ba13-04a0a20443f7,Online,98220.0,176275.0,414.0,Senior,West,30,Spring,3.366380519643796
a06f6a48-a075-4013-85af-93a5765de350,TV,91503.0,32069.0,1777.0,Young,South,60,Summer,2.0790785950139368
f72096a4-d6ff-48cc-bcde-3c27a1a21751,Online,40359.0,70546.0,280.0,Young,West,60,Spring,4.101277454908433
4b18cf37-7962-41f7-b503-3c7c96dd85b0,Print,70511.0,52264.0,434.0,Young,North,60,Summer,4.483398283354672
b99ecff8-f4b2-4ef0-9330-e83f25399c92,TV,79373.0,150918.0,1415.0,Senior,South,90,Summer,1.6326562334529173
495fca22-518e-4970-8061-f1fe88c537a4,Radio,71677.0,152363.0,376.0,Young,East,90,Winter,4.103275777385779
1160863b-4c9e-4869-984d-9c6d4e2afb62,Online,48646.0,105151.0,438.0,Senior,West,60,Winter,4.599470991940724
87f6b3f7-05d1-4466-b971-ed6a066ee10c,TV,86114.0,147442.0,425.0,Middle_Aged,East,60,Summer,1.4837908768013168
4813c118-0a26-4986-ab98-8a9d66041e3a,Radio,50321.0,73106.0,1067.0,Middle_Aged,East,30,Fall,4.645255323377674
a9630295-6c92-4c81-8837-07e3ac7fe526,TV,56724.0,106960.0,1956.0,Young,South,90,Fall,4.835146467035811
4f9cf8fb-40e6-40bc-9759-200ef6c2cc5a,Online,1124.0,149655.0,486.0,Middle_Aged,North,60,Winter,4.068793059431178
ca92910c-328b-43f9-b28a-6b5d1627cc5c,Online,13351.0,95149.0,954.0,Young,West,60,Summer,2.120000599869483
1ea929d8-97ee-409d-875f-680e7799f117,Online,98697.0,17836.0,715.0,Middle_Aged,North,60,Fall,4.087134318510339
8ba1b4d8-0e90-44d8-8584-ee2f7fdb1d20,Print,72037.0,17814.0,1435.0,Senior,South,30,Winter,4.460806374126976
97df3359-82fa-4b61-ab71-703dc14295ce,TV,,157240.0,1706.0,Middle_Aged,South,60,Spring,2.455486479637157
d34d0ded-1c88-497e-bf8a-cf45676b5c16,Print,21166.0,48653.0,284.0,Young,East,30,Winter,4.817987432341156
d4e3299e-d0ea-4ee9-bd48-b1632d22f05a,Print,34087.0,125830.0,843.0,Senior,South,30,Spring,2.0751382319915233
fbe399c7-e695-4b67-b4b8-a5a69a45c9e7,Online,72447.0,14745.0,550.0,Young,East,90,Winter,4.581968647250518
5403acea-c607-4ff6-aff1-8362b673df80,Print,57543.0,25373.0,824.0,Young,North,30,Winter,2.856640405270138
7f5f1bce-74b8-40ee-b460-28a0aada89dc,TV,32920.0,71549.0,1772.0,Senior,North,60,Winter,2.5718499771667203
15924d55-0b54-42b9-b61f-285da9d962a3,Print,93453.0,119207.0,1621.0,Middle_Aged,South,60,Summer,3.0861202572572544
c1be9fb3-c043-4ed1-91f3-08d3ce22fcac,TV,50156.0,84853.0,1410.0,Senior,East,30,Winter,4.940801569575678
8e0817fa-eb5a-4257-830c-bf9a6112177c,Print,78821.0,75614.0,888.0,Middle_Aged,East,60,Winter,4.778491007428688
9d7a193b-a38f-4e7a-9e62-0803b48b5d93,Print,64897.0,20496.0,1354.0,Young,East,30,Summer,1.167285505154446
0a056623-7a4f-4c4d-acfa-044697f05712,Print,19180.0,59875.0,1282.0,Young,East,60,Spring,2.653378371895258
3004e079-564a-4722-80ea-57a7c4622252,Online,68243.0,32728.0,811.0,Young,East,30,Spring,2.8953118484391145
48dbd4f3-cac0-4cb5-a3c5-75773983af89,TV,38075.0,48007.0,257.0,Middle_Aged,South,30,Fall,4.657458215904835
285da6f6-6046-44ba-bf38-cd7f1083749c,Radio,45210.0,65839.0,1316.0,Middle_Aged,North,30,Summer,4.779504381204658
f4de8498-6422-4b53-9585-48179d19d1e9,Online,73478.0,78450.0,685.0,Middle_Aged,East,90,Winter,2.1812690166882205
e18a43b7-e3b0-4b48-a009-f27b782cf55d,Print,90136.0,49136.0,503.0,Young,West,60,Winter,4.840757818490932
ccdfe396-9cab-4945-8f4f-64bdf56b6dc1,Radio,52429.0,101033.0,389.0,Middle_Aged,East,90,Winter,4.7812264021273005
7abc280e-16a2-4b77-a81c-9236626cb703,Print,81820.0,183073.0,306.0,Middle_Aged,East,90,Fall,1.8594398870608422
722c4447-16e8-44b2-afa0-359af1f8e11a,Print,74876.0,175735.0,455.0,Young,East,90,Fall,3.390239918212583
35394ce8-84c4-4585-8d74-0495e5990f77,Radio,36832.0,36247.0,1074.0,Senior,East,90,Summer,2.7460537873410664
3ed6bfbc-ef5f-4877-8cfa-2e17cae7bfbe,Online,10737.0,108242.0,1730.0,Senior,South,90,Summer,3.813153006570185
88548445-3c29-47d5-8009-3c85d9ac53d2,Radio,7008.0,78562.0,332.0,Middle_Aged,West,90,Spring,1.8019604988275595
9d0b0ba8-c878-4bb3-a294-f018ad26f7e3,Print,48468.0,,1587.0,Young,North,90,Winter,1.6325952346722805
bcd85dce-2bd4-4d3a-b1b8-4ef0c6fa5d46,Print,82210.0,48495.0,538.0,Senior,South,30,Summer,4.405719670580721
6ba68f16-0a5a-4db3-864b-148b945c60c9,TV,42513.0,127977.0,198.0,Middle_Aged,East,60,Summer,2.8739640440743166
b1072fb1-b728-423c-93b5-189b793ca0a2,Radio,10029.0,174150.0,125.0,Senior,West,90,Spring,1.1823120872186967
20ddae55-b5f2-4275-b326-36b761a47c65,TV,38209.0,187603.0,123.0,Senior,North,90,Summer,2.039682915572327
9061633c-93aa-4a91-a1a7-7422c719f611,Print,70561.0,41925.0,1837.0,Senior,West,60,Fall,1.9301889249680193
1e71bb66-0c23-4455-8a97-420c9e2e41d7,Radio,60436.0,61903.0,1540.0,Senior,North,30,Spring,2.963748134025177
da8fbaae-6df0-4996-8737-bdc721379909,Online,,197914.0,1717.0,Middle_Aged,East,90,Fall,2.6324152336026825
3132e062-937f-4097-ae39-91b932fdf83f,Radio,79121.0,66066.0,711.0,Senior,East,90,Spring,3.1802062297966587
4f73e625-4d5d-4d26-8070-5116d071ebc4,Radio,86174.0,191307.0,1037.0,Middle_Aged,South,90,Winter,3.6174087164544355
5b758fb1-ce7e-48c6-b44e-06fb049ae874,Online,81107.0,37660.0,1831.0,Middle_Aged,South,30,Summer,4.449154598588219
3a703eab-57b7-4631-a5cc-44f26c18609f,TV,65267.0,99055.0,148.0,Senior,South,30,Fall,2.6566265666438538
93048dbe-481d-4799-8e81-04d96430c60f,Print,38095.0,105439.0,209.0,Young,West,60,Summer,3.991781480020441
6466b248-f0e2-4de6-a95e-eac5c82b0302,Online,10869.0,26530.0,1225.0,Middle_Aged,North,30,Winter,1.7811938905289022
dd18a6fc-abd4-4190-be2f-4b3fd893b940,Print,12581.0,179426.0,126.0,Middle_Aged,East,60,Fall,2.2180281322710083
f4348df8-0be5-4f26-82ef-f17c3033b0b0,TV,24844.0,139481.0,496.0,Young,West,60,Fall,3.4779027384777703
0d950545-a929-44ea-ba75-518b3f2a3f73,Print,74554.0,69411.0,626.0,Young,East,60,Fall,3.407495079779083
e7087147-f38d-499d-9950-199f5e0ec793,Online,2120.0,56246.0,290.0,Middle_Aged,North,90,Winter,2.997886054604796
46b87b61-ca2f-4815-a9a2-88edf8152f2d,Online,83360.0,189639.0,1783.0,Senior,North,90,Spring,4.564377304888978
340c38ec-1a1e-4228-bc37-6f892e255984,TV,56311.0,50560.0,691.0,Senior,South,60,Winter,3.160333130004189
68c77a4a-d6d9-4a7b-b145-030fe9338b17,Radio,65332.0,24249.0,1207.0,Middle_Aged,West,90,Summer,1.381047198172129
b56fb2c6-cac9-4f59-9840-fce1f94456ac,Radio,69033.0,152036.0,763.0,Young,South,90,Winter,4.901025337010251
0fc03cd9-787c-483e-9195-b1c0cfae7c96,Radio,63696.0,46547.0,1265.0,Senior,West,90,Summer,4.848540819965553
186502e5-3650-48e3-bf81-7900274e845f,Print,56985.0,58463.0,1992.0,Middle_Aged,North,60,Winter,2.8092561750868135
af50197a-8f8d-4cc6-85c6-3165cb012e2d,TV,58134.0,174342.0,334.0,Young,South,30,Spring,2.235044804932536
e1e7210a-78ed-4dcd-b2ff-929a7cd9def3,Online,55614.0,32262.0,477.0,Middle_Aged,North,90,Summer,4.258244484674496
0be6cf41-2cb3-48d4-b70d-9f62ce0be5eb,Print,59241.0,36067.0,706.0,Senior,North,90,Winter,2.8555995837957853
4975f96f-58f1-4375-820b-b31f7e1baebf,Online,71829.0,151519.0,239.0,Middle_Aged,East,30,Summer,3.8633200491882347
5e4bec6f-c85b-4582-881a-a912deccd4c3,TV,12520.0,90957.0,1716.0,Middle_Aged,West,60,Winter,1.9500636608434672
21468b40-04f6-4270-aaed-1ad1a3250167,Online,65467.0,170635.0,1916.0,Young,West,90,Winter,3.5824486169494243
e5a4304a-2651-4961-847c-32be32c3bd7e,Online,58758.0,176331.0,1505.0,Middle_Aged,South,30,Spring,4.302409575626227
e5296b3e-7ae2-48f6-879c-b395f6a195b1,Print,48672.0,101973.0,210.0,Senior,East,30,Winter,3.252839024863642
db96e89a-9124-40d0-b10e-2b226411d6fe,Online,3001.0,31712.0,394.0,Young,South,90,Summer,2.4123531094050277
81d03a3e-4893-47f6-9a54-bf934b82e839,Radio,33210.0,144223.0,169.0,Middle_Aged,South,30,Summer,2.501981632713312
37e770b0-984c-4d2e-961d-4b4e280c7ec2,Radio,91922.0,,1163.0,Young,West,60,Winter,3.3390609987572346
3537e4cf-c84e-4178-ab50-82c9a478be8a,Radio,13730.0,168495.0,1621.0,Young,West,30,Winter,1.800617618819775
e3e1e844-5127-4e4a-b063-547d32ddf428,TV,10729.0,126663.0,1878.0,Senior,North,30,Summer,1.9119591148914679
09a1d09a-e329-4a86-b313-9031749a05e4,Online,69388.0,180474.0,1404.0,Young,North,60,Spring,2.1335808604109956
21ba6896-20ee-42c3-adf3-fb1e61ebd1e5,Print,63255.0,79554.0,320.0,Young,West,90,Winter,2.7124819096931017
28585c36-8f1c-4f10-a07e-b4bbc145ff9b,TV,63675.0,123069.0,1031.0,Young,West,60,Summer,3.0091916995784675
d245a258-c647-407d-acb7-469fac0d0d1c,Online,32301.0,121058.0,985.0,Middle_Aged,East,30,Spring,3.6858369448711925
37598828-6986-48b0-96be-30dc7a4fb969,TV,6679.0,47784.0,1261.0,Young,West,60,Spring,3.0836966109207946
d80d4cf0-314a-4251-a11f-7e14260443fd,TV,13843.0,98566.0,,Young,West,30,Summer,4.467195252329832
be33b328-046e-446d-a6b5-1c54e8a7c3f1,TV,81726.0,37003.0,465.0,Senior,North,60,Fall,2.555260157896236
6591e756-de37-49f3-93a4-4ca4537abebf,Radio,32553.0,167170.0,1773.0,Senior,East,90,Spring,3.0700909615278302
db69bf3e-3be7-48e2-9aa0-b9eab71400d0,TV,59071.0,136127.0,401.0,Young,North,30,Summer,1.3278021251241157
cf7fbb63-6844-4501-8ed4-fd27bd6015f3,Online,85289.0,37459.0,477.0,Senior,South,90,Fall,2.4416159526753725
cff60b68-eacf-416d-81dc-1de73e4fe98b,Radio,16296.0,104334.0,479.0,Young,South,60,Winter,1.2426642361398628
7ac71d48-c382-4126-a724-319638de8c88,TV,28052.0,192774.0,830.0,Middle_Aged,South,30,Spring,2.347131599740845
2c33d899-1ae9-4975-92c9-6235b355756f,Online,70227.0,35025.0,1008.0,Middle_Aged,South,60,Winter,2.2797212643676237
15eb5b47-e752-498d-aa17-ff6578991560,Radio,,185929.0,1289.0,Young,South,60,Spring,3.635539289459835
d84bb12f-c5c1-4aca-8f04-b27fe689b6d6,TV,45981.0,180096.0,951.0,Young,West,90,Spring,2.318298108236641
369d6435-dd6b-4b84-bfef-70b8eaca9a34,Print,73321.0,62598.0,,Middle_Aged,South,90,Summer,1.5570358971344653
813e4694-609a-4d58-9aa8-2e958f875b80,Online,42131.0,46984.0,103.0,Young,East,60,Spring,3.961234318632204
2535b38c-95b6-467b-a5d4-23f7b078d5db,Print,,49367.0,1999.0,Middle_Aged,East,30,Spring,3.3064111870599597
43e04c42-c798-4830-b74f-dae51643b660,Online,79740.0,131545.0,552.0,Middle_Aged,South,60,Spring,4.724328533511811
59cfa331-594b-47cc-aaba-4276fa1fe739,TV,55294.0,108953.0,829.0,Middle_Aged,South,60,Spring,3.0467415057290173
3b1416c3-a018-44c7-890a-620df22f5b73,Print,79747.0,185023.0,1804.0,Middle_Aged,East,90,Fall,1.0900901456972698
7de9944e-9f9b-4fcc-b292-37b7f7b58e9d,Radio,25274.0,58571.0,532.0,Middle_Aged,West,30,Fall,3.073936348144727
b465de7b-21a0-4062-919c-1585a863d1da,Radio,23717.0,118809.0,1206.0,Senior,North,30,Summer,1.0220105688115546
4503056e-827c-46ac-b8d9-8be090d58c39,TV,92474.0,76509.0,1810.0,Middle_Aged,North,90,Winter,3.568266056144804
2838642c-0485-4722-9489-992dee3ac576,TV,21140.0,155468.0,289.0,Young,North,60,Winter,1.7537628419459441
fc1c78ae-6c78-46a2-9ed6-d6efbac7074c,TV,80795.0,71821.0,288.0,Senior,East,60,Summer,4.168638466613843
490b38cd-632f-4bed-beb8-57e55db01a08,Online,35024.0,156801.0,669.0,Middle_Aged,East,60,Fall,3.180244783886586
230c8c25-c62e-4730-8451-0506b18dd04c,Print,30450.0,101593.0,162.0,Middle_Aged,East,90,Spring,3.0488320487681997
d752c378-4e4d-4778-b8a4-414e55ea6a39,Online,54984.0,,107.0,Middle_Aged,South,60,Fall,3.1613162429208193
1fbe99d1-e9ac-49c8-b7d4-65471d702be3,TV,82239.0,16348.0,1258.0,Middle_Aged,North,60,Spring,4.568663512227266
23025b19-484f-40fb-b956-57ad1b21b987,Print,31116.0,168142.0,1789.0,Middle_Aged,North,30,Fall,3.9467256041489223
cd0290a2-ad6b-4bbc-b02c-dab1b50fd281,Online,39522.0,94188.0,184.0,Young,West,90,Summer,4.818872784033731
c2826541-5b52-4ca4-b2bf-e2c29b9ef482,Online,32788.0,150257.0,1552.0,Senior,South,90,Fall,4.386474438328349
f63b48a7-16a4-4c85-8041-d04b97ac948c,Online,82885.0,42957.0,739.0,Middle_Aged,West,30,Winter,2.797868427945733
f03c59db-dd1f-4fc1-be75-1dafb5ba1cf0,Radio,74978.0,125391.0,459.0,Young,North,90,Winter,2.0589844074893904
